ID,추석까지 남은 기간(주),쇼핑몰 구분,가격(원),프로모션 여부,도시 유형,지역 유형,쇼핑몰 유형,선물 유형,수요량
TRAIN_0544,0,쇼핑몰 66,69000,0,도시 16,지역 1,쇼핑몰 유형 2,특선스페셜스팸선물세트,54
TRAIN_0545,2,쇼핑몰 76,321000,0,도시 16,지역 1,쇼핑몰 유형 1,프리미엄한우선물세트,26
TRAIN_0546,2,쇼핑몰 14,69000,0,도시 13,지역 1,쇼핑몰 유형 1,스팸안심특선,121
TRAIN_0547,1,쇼핑몰 16,136000,0,도시 14,지역 4,쇼핑몰 유형 3,고당도샤인머스캣선물세트,419
TRAIN_0548,1,쇼핑몰 19,73000,0,도시 17,지역 1,쇼핑몰 유형 3,건강담은견과류선물세트,189
TRAIN_0549,2,쇼핑몰 4,306000,0,도시 4,지역 3,쇼핑몰 유형 1,자연산생송이버섯선물세트,27
TRAIN_0550,0,쇼핑몰 74,169000,0,도시 16,지역 2,쇼핑몰 유형 2,최고의선택스팸선물세트,148
TRAIN_0551,0,쇼핑몰 36,138000,1,도시 16,지역 3,쇼핑몰 유형 1,알찬표고버섯3종세트,53
TRAIN_0552,2,쇼핑몰 77,82000,0,도시 16,지역 3,쇼핑몰 유형 1,최적의선택스팸선물세트,296
TRAIN_0553,1,쇼핑몰 4,148000,0,도시 4,지역 3,쇼핑몰 유형 1,프리미엄특선스팸선물세트,55
TRAIN_0554,0,쇼핑몰 46,278000,0,도시 16,지역 3,쇼핑몰 유형 1,영광굴비선물세트,121
TRAIN_0555,1,쇼핑몰 6,68000,0,도시 6,지역 1,쇼핑몰 유형 3,스팸안심특선,298
TRAIN_0556,0,쇼핑몰 26,113000,0,도시 6,지역 1,쇼핑몰 유형 1,발효홍삼선물세트,54
TRAIN_0557,2,쇼핑몰 55,87000,0,도시 5,지역 4,쇼핑몰 유형 2,손질새우선물세트,188
TRAIN_0558,1,쇼핑몰 23,170000,0,도시 6,지역 1,쇼핑몰 유형 2,최고의선택스팸선물세트,162
TRAIN_0559,0,쇼핑몰 46,114000,0,도시 16,지역 3,쇼핑몰 유형 1,스페셜올리브유선물세트,324
TRAIN_0560,0,쇼핑몰 57,119000,0,도시 6,지역 1,쇼핑몰 유형 2,발효홍삼선물세트,28
TRAIN_0561,1,쇼핑몰 8,221000,1,도시 8,지역 1,쇼핑몰 유형 3,유기농송이버섯선물세트,1133
TRAIN_0562,2,쇼핑몰 34,62000,0,도시 16,지역 7,쇼핑몰 유형 1,특선스페셜스팸선물세트,14
TRAIN_0563,1,쇼핑몰 19,135000,0,도시 17,지역 1,쇼핑몰 유형 3,프리미엄왕곶감선물세트,676
TRAIN_0564,0,쇼핑몰 57,220000,1,도시 6,지역 1,쇼핑몰 유형 2,최고급송이버섯선물세트,595
TRAIN_0565,1,쇼핑몰 43,112000,0,도시 5,지역 4,쇼핑몰 유형 1,프리미엄올리브유선물세트,53
TRAIN_0566,0,쇼핑몰 31,132000,0,도시 16,지역 3,쇼핑몰 유형 3,재래김특선세트,350
TRAIN_0567,1,쇼핑몰 64,184000,0,도시 6,지역 1,쇼핑몰 유형 3,한과종합선물세트,189
TRAIN_0568,1,쇼핑몰 13,211000,0,도시 12,지역 3,쇼핑몰 유형 1,블랙타이거새우선물세트,53
TRAIN_0569,0,쇼핑몰 38,136000,0,도시 16,지역 1,쇼핑몰 유형 2,명품맛김선물세트,68
TRAIN_0570,2,쇼핑몰 18,153000,0,도시 16,지역 5,쇼핑몰 유형 1,프리미엄특선스팸선물세트,41
TRAIN_0571,2,쇼핑몰 48,112000,0,도시 16,지역 3,쇼핑몰 유형 3,프리미엄올리브유선물세트,82
TRAIN_0572,0,쇼핑몰 68,193000,0,도시 16,지역 4,쇼핑몰 유형 1,건강가득버섯선물세트,42
TRAIN_0573,2,쇼핑몰 34,160000,0,도시 16,지역 7,쇼핑몰 유형 1,알찬표고버섯3종세트,13
TRAIN_0574,2,쇼핑몰 6,61000,0,도시 6,지역 1,쇼핑몰 유형 3,건강담은견과류선물세트,204
TRAIN_0575,1,쇼핑몰 18,277000,0,도시 16,지역 5,쇼핑몰 유형 1,명품굴비선물세트,15
TRAIN_0576,2,쇼핑몰 51,320000,0,도시 6,지역 1,쇼핑몰 유형 1,프리미엄한우선물세트,53
TRAIN_0577,1,쇼핑몰 45,41000,0,도시 14,지역 4,쇼핑몰 유형 1,실속스팸선물세트,472
TRAIN_0578,0,쇼핑몰 7,145000,0,도시 7,지역 1,쇼핑몰 유형 1,감동스팸선물세트,27
TRAIN_0579,1,쇼핑몰 46,43000,0,도시 16,지역 3,쇼핑몰 유형 1,특선스팸선물세트,339
TRAIN_0580,2,쇼핑몰 16,111000,1,도시 14,지역 4,쇼핑몰 유형 3,블랙타이거새우선물세트,987
TRAIN_0581,1,쇼핑몰 20,68000,0,도시 18,지역 6,쇼핑몰 유형 1,스팸안심특선,94
TRAIN_0582,0,쇼핑몰 45,226000,1,도시 14,지역 4,쇼핑몰 유형 1,최고급송이버섯선물세트,229
TRAIN_0583,1,쇼핑몰 62,225000,0,도시 16,지역 3,쇼핑몰 유형 3,고급한과선물세트,95
TRAIN_0584,1,쇼핑몰 47,221000,1,도시 1,지역 1,쇼핑몰 유형 1,최고급송이버섯선물세트,1324
TRAIN_0585,2,쇼핑몰 19,113000,0,도시 17,지역 1,쇼핑몰 유형 3,건강가득홍삼선물세트,42
TRAIN_0586,1,쇼핑몰 8,278000,0,도시 8,지역 1,쇼핑몰 유형 3,보리굴비프리미엄선물세트,150
TRAIN_0587,0,쇼핑몰 58,154000,0,도시 16,지역 1,쇼핑몰 유형 1,명품샤인머스캣선물세트,392
TRAIN_0588,2,쇼핑몰 34,114000,0,도시 16,지역 7,쇼핑몰 유형 1,고당도샤인머스캣선물세트,811
TRAIN_0589,0,쇼핑몰 77,145000,0,도시 16,지역 3,쇼핑몰 유형 1,명품반건시곶감선물세트,418
TRAIN_0590,2,쇼핑몰 17,132000,0,도시 15,지역 3,쇼핑몰 유형 1,재래김특선세트,271
TRAIN_0591,1,쇼핑몰 77,152000,0,도시 16,지역 3,쇼핑몰 유형 1,고당도샤인머스캣선물세트,324
TRAIN_0592,2,쇼핑몰 62,41000,0,도시 16,지역 3,쇼핑몰 유형 3,행복스팸선물세트,161
TRAIN_0593,0,쇼핑몰 71,133000,0,도시 16,지역 3,쇼핑몰 유형 1,감동스팸선물세트,68
TRAIN_0594,1,쇼핑몰 57,69000,0,도시 6,지역 1,쇼핑몰 유형 2,실속스팸선물세트,109
TRAIN_0595,0,쇼핑몰 36,340000,0,도시 16,지역 3,쇼핑몰 유형 1,1++등급한우선물세트,27
TRAIN_0596,2,쇼핑몰 52,113000,0,도시 16,지역 1,쇼핑몰 유형 2,건강가득홍삼선물세트,14
TRAIN_0597,2,쇼핑몰 8,334000,0,도시 8,지역 1,쇼핑몰 유형 3,최고급송이버섯선물세트,217
TRAIN_0598,2,쇼핑몰 50,113000,0,도시 16,지역 3,쇼핑몰 유형 1,프리미엄올리브유선물세트,95
TRAIN_0599,0,쇼핑몰 54,142000,0,도시 16,지역 1,쇼핑몰 유형 1,프리미엄왕곶감선물세트,620
TRAIN_0600,2,쇼핑몰 74,83000,0,도시 16,지역 2,쇼핑몰 유형 2,알찬스팸선물세트,392
TRAIN_0601,0,쇼핑몰 12,150000,0,도시 11,지역 3,쇼핑몰 유형 2,프리미엄종합스팸선물세트,378
TRAIN_0602,0,쇼핑몰 11,112000,0,도시 5,지역 4,쇼핑몰 유형 3,유기농올리브유선물세트,135
TRAIN_0603,0,쇼핑몰 61,127000,0,도시 5,지역 4,쇼핑몰 유형 1,고당도샤인머스캣선물세트,404
TRAIN_0604,2,쇼핑몰 6,72000,0,도시 6,지역 1,쇼핑몰 유형 3,실속형견과류선물세트,204
TRAIN_0605,0,쇼핑몰 51,170000,0,도시 6,지역 1,쇼핑몰 유형 1,최고의선택스팸선물세트,122
TRAIN_0606,1,쇼핑몰 61,191000,0,도시 5,지역 4,쇼핑몰 유형 1,건강가득버섯선물세트,42
TRAIN_0607,2,쇼핑몰 55,148000,0,도시 5,지역 4,쇼핑몰 유형 2,프리미엄종합스팸선물세트,162
TRAIN_0608,0,쇼핑몰 25,72000,1,도시 22,지역 4,쇼핑몰 유형 3,최적의선택스팸선물세트,352
TRAIN_0609,0,쇼핑몰 45,212000,0,도시 14,지역 4,쇼핑몰 유형 1,한과종합선물세트,67
TRAIN_0610,0,쇼핑몰 33,152000,0,도시 16,지역 2,쇼핑몰 유형 1,프리미엄고당도샤인머스캣선물세트,215
TRAIN_0611,0,쇼핑몰 39,221000,1,도시 24,지역 1,쇼핑몰 유형 1,유기농송이버섯선물세트,230
TRAIN_0612,2,쇼핑몰 22,67000,0,도시 20,지역 4,쇼핑몰 유형 2,스팸안심특선,67
TRAIN_0613,0,쇼핑몰 73,136000,0,도시 16,지역 8,쇼핑몰 유형 1,재래김특선세트,68
TRAIN_0614,2,쇼핑몰 10,306000,0,도시 10,지역 4,쇼핑몰 유형 1,자연산생송이버섯선물세트,27
TRAIN_0615,2,쇼핑몰 20,150000,0,도시 18,지역 6,쇼핑몰 유형 1,프리미엄종합스팸선물세트,716
TRAIN_0616,1,쇼핑몰 42,200000,0,도시 16,지역 4,쇼핑몰 유형 3,블랙타이거새우선물세트,188
TRAIN_0617,2,쇼핑몰 3,152000,0,도시 3,지역 1,쇼핑몰 유형 1,최고의선택스팸선물세트,271
TRAIN_0618,1,쇼핑몰 29,73000,0,도시 24,지역 1,쇼핑몰 유형 3,알찬스팸선물세트,446
TRAIN_0619,2,쇼핑몰 60,110000,0,도시 16,지역 1,쇼핑몰 유형 1,손질새우선물세트,351
TRAIN_0620,0,쇼핑몰 38,172000,0,도시 16,지역 1,쇼핑몰 유형 2,프리미엄특선스팸선물세트,296
TRAIN_0621,2,쇼핑몰 39,225000,0,도시 24,지역 1,쇼핑몰 유형 1,프리미엄한과선물세트,108
TRAIN_0622,1,쇼핑몰 61,78000,0,도시 5,지역 4,쇼핑몰 유형 1,특별한선택스팸선물세트,148
TRAIN_0623,2,쇼핑몰 22,277000,0,도시 20,지역 4,쇼핑몰 유형 2,영광굴비선물세트,14
TRAIN_0624,1,쇼핑몰 65,136000,0,도시 16,지역 2,쇼핑몰 유형 2,재래김특선세트,54
TRAIN_0625,1,쇼핑몰 5,221000,1,도시 5,지역 4,쇼핑몰 유형 1,최고급송이버섯선물세트,377
TRAIN_0626,0,쇼핑몰 40,221000,1,도시 6,지역 1,쇼핑몰 유형 1,유기농송이버섯선물세트,554
TRAIN_0627,1,쇼핑몰 59,212000,0,도시 2,지역 2,쇼핑몰 유형 1,종합과일선물세트,15
TRAIN_0628,0,쇼핑몰 66,330000,0,도시 16,지역 1,쇼핑몰 유형 2,명품한우선물세트,15
TRAIN_0629,0,쇼핑몰 60,169000,0,도시 16,지역 1,쇼핑몰 유형 1,프리미엄종합스팸선물세트,122
TRAIN_0630,1,쇼핑몰 61,38000,0,도시 5,지역 4,쇼핑몰 유형 1,특선스팸선물세트,13
TRAIN_0631,2,쇼핑몰 16,225000,0,도시 14,지역 4,쇼핑몰 유형 3,프리미엄한과선물세트,123
TRAIN_0632,1,쇼핑몰 52,225000,0,도시 16,지역 1,쇼핑몰 유형 2,고급한과선물세트,13
TRAIN_0633,1,쇼핑몰 6,161000,0,도시 6,지역 1,쇼핑몰 유형 3,프리미엄특선스팸선물세트,420
TRAIN_0634,0,쇼핑몰 64,110000,0,도시 6,지역 1,쇼핑몰 유형 3,특별한선택스팸선물세트,1284
TRAIN_0635,2,쇼핑몰 63,40000,0,도시 16,지역 3,쇼핑몰 유형 2,특선스팸선물세트,40
TRAIN_0636,1,쇼핑몰 74,150000,0,도시 16,지역 2,쇼핑몰 유형 2,건강담은견과류선물세트,15
TRAIN_0637,1,쇼핑몰 62,211000,0,도시 16,지역 3,쇼핑몰 유형 3,명절혼합과일선물세트,80
TRAIN_0638,1,쇼핑몰 56,42000,0,도시 16,지역 4,쇼핑몰 유형 1,실속스팸선물세트,324
TRAIN_0639,0,쇼핑몰 42,84000,0,도시 16,지역 4,쇼핑몰 유형 3,특별한선택스팸선물세트,176
TRAIN_0640,2,쇼핑몰 20,67000,0,도시 18,지역 6,쇼핑몰 유형 1,실속스팸선물세트,377
TRAIN_0641,2,쇼핑몰 54,70000,0,도시 16,지역 1,쇼핑몰 유형 1,특선스페셜스팸선물세트,121
TRAIN_0642,1,쇼핑몰 47,151000,0,도시 1,지역 1,쇼핑몰 유형 1,프리미엄고당도샤인머스캣선물세트,366
TRAIN_0643,2,쇼핑몰 53,225000,0,도시 16,지역 1,쇼핑몰 유형 3,고급한과선물세트,69
TRAIN_0644,2,쇼핑몰 7,197000,0,도시 7,지역 1,쇼핑몰 유형 1,건강가득버섯선물세트,94
TRAIN_0645,0,쇼핑몰 13,339000,0,도시 12,지역 3,쇼핑몰 유형 1,1++등급한우선물세트,13
TRAIN_0646,1,쇼핑몰 50,71000,0,도시 16,지역 3,쇼핑몰 유형 1,알찬스팸선물세트,323
TRAIN_0647,1,쇼핑몰 57,136000,0,도시 6,지역 1,쇼핑몰 유형 2,재래김특선세트,28
TRAIN_0648,2,쇼핑몰 31,42000,0,도시 16,지역 3,쇼핑몰 유형 3,특선스팸선물세트,148
TRAIN_0649,2,쇼핑몰 46,132000,0,도시 16,지역 3,쇼핑몰 유형 1,명품맛김선물세트,163
TRAIN_0650,1,쇼핑몰 42,132000,0,도시 16,지역 4,쇼핑몰 유형 3,프리미엄왕곶감선물세트,188
TRAIN_0651,2,쇼핑몰 32,147000,0,도시 16,지역 1,쇼핑몰 유형 1,프리미엄특선스팸선물세트,580
TRAIN_0652,2,쇼핑몰 41,132000,0,도시 16,지역 4,쇼핑몰 유형 2,프리미엄왕곶감선물세트,458
TRAIN_0653,2,쇼핑몰 7,136000,0,도시 7,지역 1,쇼핑몰 유형 1,두번구운돌김선물세트,42
TRAIN_0654,0,쇼핑몰 38,112000,0,도시 16,지역 1,쇼핑몰 유형 2,스페셜올리브유선물세트,69
TRAIN_0655,1,쇼핑몰 57,139000,0,도시 6,지역 1,쇼핑몰 유형 2,프리미엄왕곶감선물세트,337
TRAIN_0656,1,쇼핑몰 53,67000,0,도시 16,지역 1,쇼핑몰 유형 3,특선스팸선물세트,675
TRAIN_0657,0,쇼핑몰 39,154000,0,도시 24,지역 1,쇼핑몰 유형 1,명품샤인머스캣선물세트,297
TRAIN_0658,1,쇼핑몰 60,221000,1,도시 16,지역 1,쇼핑몰 유형 1,자연산생송이버섯선물세트,447
TRAIN_0659,0,쇼핑몰 52,220000,1,도시 16,지역 1,쇼핑몰 유형 2,자연산생송이버섯선물세트,514
TRAIN_0660,2,쇼핑몰 22,212000,0,도시 20,지역 4,쇼핑몰 유형 2,명절혼합과일선물세트,26
TRAIN_0661,0,쇼핑몰 5,220000,1,도시 5,지역 4,쇼핑몰 유형 1,자연산생송이버섯선물세트,352
TRAIN_0662,2,쇼핑몰 26,320000,0,도시 6,지역 1,쇼핑몰 유형 1,프리미엄한우선물세트,135
TRAIN_0663,0,쇼핑몰 32,40000,0,도시 16,지역 1,쇼핑몰 유형 1,실속스팸선물세트,405
TRAIN_0664,0,쇼핑몰 10,146000,0,도시 10,지역 4,쇼핑몰 유형 1,명품샤인머스캣선물세트,189
TRAIN_0665,2,쇼핑몰 46,82000,0,도시 16,지역 3,쇼핑몰 유형 1,알찬스팸선물세트,177
TRAIN_0666,1,쇼핑몰 3,75000,0,도시 3,지역 1,쇼핑몰 유형 1,프리미엄견과선물세트,528
TRAIN_0667,1,쇼핑몰 63,339000,0,도시 16,지역 3,쇼핑몰 유형 2,명품한우선물세트,26
TRAIN_0668,1,쇼핑몰 38,141000,0,도시 16,지역 1,쇼핑몰 유형 2,자연산새우선물세트,350
TRAIN_0669,1,쇼핑몰 47,277000,0,도시 1,지역 1,쇼핑몰 유형 1,보리굴비프리미엄선물세트,53
TRAIN_0670,2,쇼핑몰 45,339000,0,도시 14,지역 4,쇼핑몰 유형 1,명품한우선물세트,81
TRAIN_0671,1,쇼핑몰 34,278000,0,도시 16,지역 7,쇼핑몰 유형 1,영광굴비선물세트,136
TRAIN_0672,0,쇼핑몰 30,212000,0,도시 5,지역 4,쇼핑몰 유형 2,명절혼합과일선물세트,13
TRAIN_0673,0,쇼핑몰 8,330000,0,도시 8,지역 1,쇼핑몰 유형 3,1++등급한우선물세트,15
TRAIN_0674,1,쇼핑몰 65,145000,0,도시 16,지역 2,쇼핑몰 유형 2,고당도샤인머스캣선물세트,323
TRAIN_0675,0,쇼핑몰 18,136000,0,도시 16,지역 5,쇼핑몰 유형 1,감동스팸선물세트,15
TRAIN_0676,1,쇼핑몰 29,211000,0,도시 24,지역 1,쇼핑몰 유형 3,종합과일선물세트,27
TRAIN_0677,0,쇼핑몰 56,42000,0,도시 16,지역 4,쇼핑몰 유형 1,실속스팸선물세트,271
TRAIN_0678,0,쇼핑몰 38,70000,0,도시 16,지역 1,쇼핑몰 유형 2,스팸안심특선,15
TRAIN_0679,1,쇼핑몰 75,112000,0,도시 16,지역 4,쇼핑몰 유형 3,스페셜올리브유선물세트,257
TRAIN_0680,0,쇼핑몰 44,70000,1,도시 16,지역 3,쇼핑몰 유형 2,알찬스팸선물세트,296
TRAIN_0681,1,쇼핑몰 46,206000,0,도시 16,지역 3,쇼핑몰 유형 1,자연산프리미엄버섯선물세트,67
TRAIN_0682,2,쇼핑몰 39,142000,0,도시 24,지역 1,쇼핑몰 유형 1,자연산새우선물세트,297
TRAIN_0683,1,쇼핑몰 1,183000,0,도시 1,지역 1,쇼핑몰 유형 2,한과종합선물세트,41
TRAIN_0684,0,쇼핑몰 46,207000,0,도시 16,지역 3,쇼핑몰 유형 1,자연산프리미엄버섯선물세트,67
TRAIN_0685,1,쇼핑몰 49,113000,0,도시 16,지역 3,쇼핑몰 유형 2,유기농올리브유선물세트,26
TRAIN_0686,2,쇼핑몰 58,136000,0,도시 16,지역 1,쇼핑몰 유형 1,재래김특선세트,149
TRAIN_0687,0,쇼핑몰 60,197000,0,도시 16,지역 1,쇼핑몰 유형 1,건강가득버섯선물세트,26
TRAIN_0688,2,쇼핑몰 17,305000,0,도시 15,지역 3,쇼핑몰 유형 1,최고급송이버섯선물세트,297
TRAIN_0689,2,쇼핑몰 24,148000,0,도시 21,지역 1,쇼핑몰 유형 1,최고의선택스팸선물세트,53
TRAIN_0690,2,쇼핑몰 49,225000,0,도시 16,지역 3,쇼핑몰 유형 2,프리미엄한과선물세트,161
TRAIN_0691,1,쇼핑몰 8,150000,0,도시 8,지역 1,쇼핑몰 유형 3,고당도샤인머스캣선물세트,634
TRAIN_0692,1,쇼핑몰 53,112000,0,도시 16,지역 1,쇼핑몰 유형 3,유기농올리브유선물세트,703
TRAIN_0693,1,쇼핑몰 40,142000,0,도시 6,지역 1,쇼핑몰 유형 1,명품반건시곶감선물세트,392
TRAIN_0694,2,쇼핑몰 24,69000,0,도시 21,지역 1,쇼핑몰 유형 1,특선스페셜스팸선물세트,135
TRAIN_0695,1,쇼핑몰 41,221000,1,도시 16,지역 4,쇼핑몰 유형 2,자연산생송이버섯선물세트,190
TRAIN_0696,0,쇼핑몰 26,165000,0,도시 6,지역 1,쇼핑몰 유형 1,최고의선택스팸선물세트,148
TRAIN_0697,1,쇼핑몰 49,145000,0,도시 16,지역 3,쇼핑몰 유형 2,명품반건시곶감선물세트,688
TRAIN_0698,2,쇼핑몰 48,122000,0,도시 16,지역 3,쇼핑몰 유형 3,손질새우선물세트,337
TRAIN_0699,2,쇼핑몰 75,131000,0,도시 16,지역 4,쇼핑몰 유형 3,명품맛김선물세트,190
TRAIN_0700,0,쇼핑몰 72,278000,0,도시 21,지역 1,쇼핑몰 유형 1,영광굴비선물세트,41
TRAIN_0701,1,쇼핑몰 5,132000,0,도시 5,지역 4,쇼핑몰 유형 1,프리미엄왕곶감선물세트,391
TRAIN_0702,2,쇼핑몰 62,153000,0,도시 16,지역 3,쇼핑몰 유형 3,프리미엄특선스팸선물세트,27
TRAIN_0703,2,쇼핑몰 72,183000,0,도시 21,지역 1,쇼핑몰 유형 1,한과종합선물세트,26
TRAIN_0704,2,쇼핑몰 62,305000,0,도시 16,지역 3,쇼핑몰 유형 3,최고급송이버섯선물세트,135
TRAIN_0705,0,쇼핑몰 75,41000,0,도시 16,지역 4,쇼핑몰 유형 3,특선스팸선물세트,123
TRAIN_0706,1,쇼핑몰 10,220000,1,도시 10,지역 4,쇼핑몰 유형 1,자연산생송이버섯선물세트,555
TRAIN_0707,0,쇼핑몰 72,207000,0,도시 21,지역 1,쇼핑몰 유형 1,자연산프리미엄버섯선물세트,53
TRAIN_0708,1,쇼핑몰 45,339000,0,도시 14,지역 4,쇼핑몰 유형 1,명품한우선물세트,68
TRAIN_0709,1,쇼핑몰 14,93000,0,도시 13,지역 1,쇼핑몰 유형 1,프리미엄견과선물세트,258
TRAIN_0710,0,쇼핑몰 67,225000,0,도시 6,지역 1,쇼핑몰 유형 1,프리미엄한과선물세트,176
TRAIN_0711,1,쇼핑몰 34,207000,0,도시 16,지역 7,쇼핑몰 유형 1,자연산프리미엄버섯선물세트,41
TRAIN_0712,1,쇼핑몰 40,69000,0,도시 6,지역 1,쇼핑몰 유형 1,특선스페셜스팸선물세트,41
TRAIN_0713,0,쇼핑몰 19,72000,0,도시 17,지역 1,쇼핑몰 유형 3,건강담은견과류선물세트,161
TRAIN_0714,1,쇼핑몰 69,136000,0,도시 5,지역 4,쇼핑몰 유형 2,감동스팸선물세트,42
TRAIN_0715,1,쇼핑몰 50,145000,0,도시 16,지역 3,쇼핑몰 유형 1,명품샤인머스캣선물세트,392
TRAIN_0716,1,쇼핑몰 66,111000,0,도시 16,지역 1,쇼핑몰 유형 2,특별한선택스팸선물세트,526
TRAIN_0717,1,쇼핑몰 9,225000,0,도시 9,지역 4,쇼핑몰 유형 1,프리미엄한과선물세트,81
TRAIN_0718,1,쇼핑몰 77,283000,0,도시 16,지역 3,쇼핑몰 유형 1,영광굴비선물세트,68
TRAIN_0719,0,쇼핑몰 76,222000,1,도시 16,지역 1,쇼핑몰 유형 1,자연산생송이버섯선물세트,796
TRAIN_0720,0,쇼핑몰 46,113000,0,도시 16,지역 3,쇼핑몰 유형 1,유기농올리브유선물세트,379
TRAIN_0721,2,쇼핑몰 16,136000,0,도시 14,지역 4,쇼핑몰 유형 3,프리미엄고당도샤인머스캣선물세트,379
TRAIN_0722,1,쇼핑몰 77,73000,0,도시 16,지역 3,쇼핑몰 유형 1,알찬스팸선물세트,135
TRAIN_0723,1,쇼핑몰 34,220000,1,도시 16,지역 7,쇼핑몰 유형 1,자연산생송이버섯선물세트,568
TRAIN_0724,0,쇼핑몰 59,145000,0,도시 2,지역 2,쇼핑몰 유형 1,감동스팸선물세트,41
TRAIN_0725,0,쇼핑몰 7,225000,0,도시 7,지역 1,쇼핑몰 유형 1,프리미엄한과선물세트,81
TRAIN_0726,2,쇼핑몰 10,224000,0,도시 10,지역 4,쇼핑몰 유형 1,프리미엄한과선물세트,122
TRAIN_0727,1,쇼핑몰 42,145000,0,도시 16,지역 4,쇼핑몰 유형 3,프리미엄종합스팸선물세트,26
TRAIN_0728,1,쇼핑몰 24,136000,0,도시 21,지역 1,쇼핑몰 유형 1,상주반건시곶감선물세트,177
TRAIN_0729,1,쇼핑몰 74,225000,1,도시 16,지역 2,쇼핑몰 유형 2,자연산생송이버섯선물세트,905
TRAIN_0730,0,쇼핑몰 10,224000,1,도시 10,지역 4,쇼핑몰 유형 1,유기농송이버섯선물세트,296
TRAIN_0731,1,쇼핑몰 61,128000,0,도시 5,지역 4,쇼핑몰 유형 1,프리미엄왕곶감선물세트,473
TRAIN_0732,2,쇼핑몰 22,192000,0,도시 20,지역 4,쇼핑몰 유형 2,건강가득버섯선물세트,26
TRAIN_0733,1,쇼핑몰 11,220000,1,도시 5,지역 4,쇼핑몰 유형 3,최고급송이버섯선물세트,555
TRAIN_0734,1,쇼핑몰 27,152000,0,도시 5,지역 4,쇼핑몰 유형 2,프리미엄특선스팸선물세트,107
TRAIN_0735,2,쇼핑몰 2,320000,0,도시 2,지역 2,쇼핑몰 유형 3,프리미엄한우선물세트,107
TRAIN_0736,2,쇼핑몰 39,83000,0,도시 24,지역 1,쇼핑몰 유형 1,알찬스팸선물세트,310
TRAIN_0737,1,쇼핑몰 44,128000,0,도시 16,지역 3,쇼핑몰 유형 2,감동스팸선물세트,26
TRAIN_0738,1,쇼핑몰 47,212000,0,도시 1,지역 1,쇼핑몰 유형 1,종합과일선물세트,15
TRAIN_0739,0,쇼핑몰 40,136000,0,도시 6,지역 1,쇼핑몰 유형 1,상주반건시곶감선물세트,271
TRAIN_0740,2,쇼핑몰 74,142000,0,도시 16,지역 2,쇼핑몰 유형 2,프리미엄왕곶감선물세트,528
TRAIN_0741,0,쇼핑몰 53,113000,0,도시 16,지역 1,쇼핑몰 유형 3,발효홍삼선물세트,96
TRAIN_0742,2,쇼핑몰 37,64000,0,도시 16,지역 3,쇼핑몰 유형 1,특선스페셜스팸선물세트,40
TRAIN_0743,2,쇼핑몰 61,131000,0,도시 5,지역 4,쇼핑몰 유형 1,명품맛김선물세트,27
TRAIN_0744,1,쇼핑몰 21,339000,0,도시 19,지역 4,쇼핑몰 유형 1,프리미엄한우선물세트,80
TRAIN_0745,2,쇼핑몰 68,82000,0,도시 16,지역 4,쇼핑몰 유형 1,특별한선택스팸선물세트,378
TRAIN_0746,1,쇼핑몰 52,136000,0,도시 16,지역 1,쇼핑몰 유형 2,상주반건시곶감선물세트,472
TRAIN_0747,0,쇼핑몰 16,148000,0,도시 14,지역 4,쇼핑몰 유형 3,손질새우선물세트,527
TRAIN_0748,2,쇼핑몰 49,131000,0,도시 16,지역 3,쇼핑몰 유형 2,재래김특선세트,13
TRAIN_0749,2,쇼핑몰 53,152000,0,도시 16,지역 1,쇼핑몰 유형 3,프리미엄고당도샤인머스캣선물세트,703
TRAIN_0750,2,쇼핑몰 77,231000,0,도시 16,지역 3,쇼핑몰 유형 1,유기농과일선물세트,28
TRAIN_0751,2,쇼핑몰 10,132000,0,도시 10,지역 4,쇼핑몰 유형 1,재래김특선세트,81
TRAIN_0752,2,쇼핑몰 25,277000,0,도시 22,지역 4,쇼핑몰 유형 3,영광굴비선물세트,123
TRAIN_0753,2,쇼핑몰 59,136000,0,도시 2,지역 2,쇼핑몰 유형 1,두번구운돌김선물세트,42
TRAIN_0754,2,쇼핑몰 65,150000,0,도시 16,지역 2,쇼핑몰 유형 2,프리미엄특선스팸선물세트,324
TRAIN_0755,0,쇼핑몰 56,152000,0,도시 16,지역 4,쇼핑몰 유형 1,프리미엄특선스팸선물세트,14
TRAIN_0756,1,쇼핑몰 72,197000,0,도시 21,지역 1,쇼핑몰 유형 1,건강가득버섯선물세트,42
TRAIN_0757,1,쇼핑몰 26,198000,0,도시 6,지역 1,쇼핑몰 유형 1,건강가득버섯선물세트,204
TRAIN_0758,0,쇼핑몰 49,145000,0,도시 16,지역 3,쇼핑몰 유형 2,명품반건시곶감선물세트,582
TRAIN_0759,0,쇼핑몰 68,144000,0,도시 16,지역 4,쇼핑몰 유형 1,최고의선택스팸선물세트,136
TRAIN_0760,2,쇼핑몰 74,278000,0,도시 16,지역 2,쇼핑몰 유형 2,영광굴비선물세트,28
TRAIN_0761,2,쇼핑몰 68,132000,0,도시 16,지역 4,쇼핑몰 유형 1,명품맛김선물세트,391
TRAIN_0762,2,쇼핑몰 53,106000,0,도시 16,지역 1,쇼핑몰 유형 3,특별한선택스팸선물세트,1121
TRAIN_0763,2,쇼핑몰 8,113000,0,도시 8,지역 1,쇼핑몰 유형 3,프리미엄올리브유선물세트,311
